iter	MultiClass	Accuracy
853	-0.0347238119	1
854	-0.03465603197	1
855	-0.03459660859	1
856	-0.03452946943	1
857	-0.0344530713	1
858	-0.03439164108	1
859	-0.03434372644	1
860	-0.03427430164	1
861	-0.03420905536	1
862	-0.03416285672	1
863	-0.03407355551	1
864	-0.03401478745	1
865	-0.03396211702	1
866	-0.03390601593	1
867	-0.03386136375	1
868	-0.03380935057	1
869	-0.033723438	1
870	-0.03368654189	1
871	-0.03363475541	1
872	-0.03356146396	1
873	-0.03349584299	1
874	-0.0334538439	1
875	-0.03340047692	1
876	-0.03334767841	1
877	-0.03329847016	1
878	-0.03323436928	1
879	-0.03317610893	1
880	-0.03310864958	1
881	-0.03304421739	1
882	-0.03298121781	1
883	-0.03292578218	1
884	-0.03285745477	1
885	-0.03280556215	1
886	-0.03275810815	1
887	-0.03269403196	1
888	-0.03263127735	1
889	-0.03259344109	1
890	-0.03253004629	1
891	-0.03249820838	1
892	-0.03242063842	1
893	-0.03236585144	1
894	-0.03231460629	1
895	-0.03226561426	1
896	-0.0321956934	1
897	-0.03214124883	1
898	-0.03207291273	1
899	-0.03203994849	1
900	-0.03196535753	1
901	-0.03189696129	1
902	-0.03184966283	1
903	-0.03179176338	1
904	-0.03174181726	1
905	-0.03168552328	1
906	-0.03161899544	1
907	-0.03156795368	1
908	-0.03152347498	1
909	-0.03147704072	1
910	-0.03143694426	1
911	-0.03138814581	1
912	-0.03131619305	1
913	-0.03127309707	1
914	-0.03122070223	1
915	-0.03116993877	1
916	-0.0311105917	1
917	-0.03106443777	1
918	-0.03100701663	1
919	-0.03096260251	1
920	-0.03092216027	1
921	-0.03088117621	1
922	-0.03083592819	1
923	-0.03079201751	1
924	-0.03073221509	1
925	-0.03069119053	1
926	-0.03064396397	1
927	-0.03061089736	1
928	-0.0305577709	1
929	-0.03051351789	1
930	-0.03045270976	1
931	-0.03041295288	1
932	-0.03038045355	1
933	-0.03032596004	1
934	-0.03028386862	1
935	-0.03024549439	1
936	-0.03019234612	1
937	-0.03015131766	1
938	-0.0301059972	1
939	-0.03006057563	1
940	-0.03001538246	1
941	-0.02996875077	1
942	-0.02993550952	1
943	-0.02988335401	1
944	-0.02983938863	1
945	-0.02980846652	1
946	-0.02977464688	1
947	-0.02972980681	1
948	-0.02969898527	1
949	-0.02963940384	1
950	-0.02960749847	1
951	-0.02956850181	1
952	-0.02952372933	1
953	-0.0294812278	1
954	-0.02942824811	1
955	-0.02939537336	1
956	-0.02935783513	1
957	-0.02929438075	1
958	-0.02923818781	1
959	-0.02919085832	1
960	-0.02916033076	1
961	-0.02910865311	1
962	-0.02907455648	1
963	-0.02903624449	1
964	-0.02898630614	1
965	-0.02894939056	1
966	-0.02888992439	1
967	-0.02885430026	1
968	-0.0288119678	1
969	-0.02876022355	1
970	-0.02872845319	1
971	-0.02869465353	1
972	-0.02865539405	1
973	-0.02860580461	1
974	-0.02857338385	1
975	-0.02852787077	1
976	-0.02849787707	1
977	-0.02844835188	1
978	-0.02840537348	1
979	-0.02836583324	1
980	-0.02833190769	1
981	-0.02828618509	1
982	-0.02823209052	1
983	-0.02818252117	1
984	-0.02814664428	1
985	-0.0281065294	1
986	-0.0280683821	1
987	-0.02801863508	1
988	-0.0279661174	1
989	-0.02790956514	1
990	-0.0278728778	1
991	-0.02780796286	1
992	-0.02774586483	1
993	-0.02770273495	1
994	-0.02765639198	1
995	-0.0276109896	1
996	-0.02756428295	1
997	-0.02753805897	1
998	-0.02750403875	1
999	-0.02744890845	1
